Codice,Ragione sociale,Partita IVA,Codice Fiscale,Indirizzo,address,buildingNumber,address + buildingNumber,CAP,Città,Prov.,Ragione sociale estesa,Telefono 1,E-mail,Pec,Telefono 2,Fax,Cell.,Alias,Macroarea,Descrizione macroarea,Area,Descrizione area,Zona,Descrizione zona,Macrocategoria,Descrizione macrocategoria,Categoria,Descrizione categoria,Sottocategoria,Descrizione sottocategoria,Raggruppamento 1,Descrizione raggruppamento 1,Raggruppamento 2,Descrizione raggruppamento 2,Raggruppamento 3,Descrizione raggruppamento 3,Stato est.,Descrizione Stato,Agente,Cond. Pagamento,Agente ID,Attivo,Anag. valida,Data validità,Anag. sost.,Ragione sociale sostitutiva,Data dismiss.,Codice AU,Cod. intermedio,Descr. intermedio,Tipo Nazione,Stato
715,BANCA DI CREDITO COOPERATIVO DI SANTERAMO IN COLLE - SOCIETA,15240741007,00256750720,"Via Tirolo, 2",Via Tirolo,2,Via Tirolo 2,70029,Santeramo in Colle,BA,,,ufforganizzazione@bccsanteramo.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
716,BANCA DI CREDITO COOPERATIVO DI SARSINA - SOCIETA' COOPERATI,02529020220,00127840403,"Via Roma, 18",Via Roma,18,Via Roma 18,47027,Sarsina,FC,,,bccsarsina@sarsina.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
717,TERRE ETRUSCHE E DI MAREMMA C.C. - SOCIETA' COOPERATIVA,15240741007,01602230532,Via Maremmana N. 35,Via Maremmana N.,35,Via Maremmana N. 35,58015,Orbetello,GR,,,tecnologie@bancatema.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
718,ROMAGNABANCA CREDITO COOPERATIVO ROMAGNA EST E SALA DI CESEN,02529020220,04302260403,Corso Perticari 25/27,Corso Perticari,25/27,Corso Perticari 25/27,47039,Bellaria Igea Marina,RN,,,valter.capriotti@romagnabanca.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
719,BANCA DI CREDITO COOPERATIVO DI SCAFATI E CETARA SOCIETA' CO,15240741007,00252880653,"Via Pietro Melchiade, 47-49-51",Via Pietro Melchiade,47-49-51,Via Pietro Melchiade 47-49-51,84018,Scafati,SA,,,gschiavo@scafati.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
720,BANCA DI CREDITO COOPERATIVO DI MILANO - CREDITO COOPERATIVO,15240741007,01132850155,Via De Gasperi 11,Via De Gasperi,11,Via De Gasperi 11,20061,Carugate,MI,,,organizzazione@bgv.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
721,BANCA DI CREDITO COOPERATIVO DI SPELLO E BETTONA - SOCIETA',02529020220,00228700548,"Piazzale della Pace, 1",Piazzale della Pace,1,Piazzale della Pace 1,06038,Spello,PG,,,cmarini@spello.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
722,BANCA DI CREDITO COOPERATIVO DI SPINAZZOLA - SOCIETA' COOPER,15240741007,00256810722,"Corso Umberto I, 52/B",Corso Umberto I,52/B,Corso Umberto I 52/B,70058,Spinazzola,BT,,,dinoiap@bccspinazzola.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
723,BANCA DI CREDITO COOPERATIVO DI STARANZANO E VILLESSE - SOCI,15240741007,00064500317,"Piazza della Repubblica, 9",Piazza della Repubblica,9,Piazza della Repubblica 9,34079,Staranzano,GO,,,mauro.bonutti@bancastaranzano.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
724,BANCA DI BOLOGNA CREDITO COOPERATIVO SOCIETA' COOPERATIVA,02529020220,00415760370,"Piazza Galvani, 4",Piazza Galvani,4,Piazza Galvani 4,40124,Bologna,BO,,,fatturefornitori@bancadibologna.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
725,CREDITO COOPERATIVO DI SAN CALOGERO E MAIERATO - BCC DEL VIB,15240741007,03401240795,Via Dante Alighieri,Via Dante Alighieri,SNC,Via Dante Alighieri SNC,89900,Vibo Valentia,VV,,,organizzazione@vibonese.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
726,CASSA RURALE - BANCA DI CREDITO COOPERATIVO DI TREVIGLIO - S,15240741007,00255130163,"Via Carlo Carcano, 6",Via Carlo Carcano,6,Via Carlo Carcano 6,24047,Treviglio,BG,,,incassiepagamenti@treviglio.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
727,BANCA DI CREDITO COOPERATIVO DI TRIUGGIO E DELLA VALLE DEL L,15240741007,00698390150,"Via Serafino Biffi, 8",Via Serafino Biffi,8,Via Serafino Biffi 8,20844,Triuggio,MB,,,organizzazione@triuggio.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
728,BANCA DI CREDITO COOPERATIVO DI TURRIACO - SOCIETA' COOPERAT,02529020220,00065880312,"Via Roma, 1",Via Roma,1,Via Roma 1,34070,Turriaco,GO,,,incassi.pagamenti@bccturriaco.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
729,BANCA PREALPI SANBIAGIO CREDITO COOPERATIVO - SOCIETA' COOPE,02529020220,00254520265,"Via La Corona, 45",Via La Corona,45,Via La Corona 45,31020,Tarzo,TV,,,incassipagamenti@bancaprealpisanbiagio.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
730,CASSA RURALE ED ARTIGIANA DI VESTENANOVA - CREDITO COOPERATI,02529020220,01538480235,"Piazza Pieropan, 6",Piazza Pieropan,6,Piazza Pieropan 6,37030,Vestenanova,VR,,,servizi@cravestenanova.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
731,CREDITO TREVIGIANO - BANCA DI CREDITO COOPERATIVO - SOCIETA',15240741007,00274980267,"Via Spada, 2",Via Spada,2,Via Spada 2,31050,Vedelago,TV,,,backoffice@creditotrevigiano.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
732,BANCA ALTA TOSCANA CREDITO COOPERATIVO - SOCIETA' COOPERATIV,15240741007,00138580477,"Via IV Novembre, 108",Via IV Novembre,108,Via IV Novembre 108,51039,Quarrata,PT,,,direzione@bat.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
733,ZKB ZADRUANA KRAA KA BANKA TRST GORICA ZADRUGA - ZKB CREDITO,02529020220,00093160323,"Via del Ricreatorio, 2",Via del Ricreatorio,2,Via del Ricreatorio 2,34151,Trieste,TS,,,stefano.kavalic@zkb.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
734,BANCA LAZIO NORD CREDITO COOPERATIVO - SOCIETA' COOPERATIVA,02529020220,00057680563,"Via Alessandro Polidori, 72",Via Alessandro Polidori,72,Via Alessandro Polidori 72,01100,Viterbo,VT,,,giancarlo.frabotta@bancalazionord.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
735,BANCA DI CREDITO COOPERATIVO BERGAMASCA E OROBICA - SOCIETA',15240741007,04074830169,"Piazza Agliardi, 1",Piazza Agliardi,1,Piazza Agliardi 1,24055,Zanica,BG,,,organizzazione@bccbergamascaeorobica.it ,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
736,BANCA DON RIZZO - CREDITO COOPERATIVO DELLA SICILIA OCCIDENT,15240741007,00071310817,"Via Vittorio Emanuele II, 15/17",Via Vittorio Emanuele II,15/17,Via Vittorio Emanuele II 15/17,91011,Alcamo,TP,,,organizzazione@donrizzo.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
737,BANCA DI CREDITO COOPERATIVO DEI COLLI ALBANI - SOCIETA' COO,15240741007,01103500581,"Via S. Silvestri Ang. Via USA, 113",Via S. Silvestri Ang. Via USA,113,Via S. Silvestri Ang. Via USA 113,00045,Genzano di Roma,RM,,,amministrazione@bcccollialbani.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
738,BANCA DI CREDITO COOPERATIVO 'G. TONIOLO' DI SAN CATALDO (CA,15240741007,00055510853,"Corso Vittorio Emanuele, 171",Corso Vittorio Emanuele,171,Corso Vittorio Emanuele 171,93017,San Cataldo,CL,,,organizzazione@cataldo.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
739,BANCA DI CREDITO COOPERATIVO LA RISCOSSA DI REGALBUTO - SOCI,02529020220,00037750866,"Via Mons. Vito Pernicone, 1",Via Mons. Vito Pernicone,1,Via Mons. Vito Pernicone 1,94017,Regalbuto,EN,,,servizivari@regalbuto.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
740,BANCA DI CREDITO COOPERATIVO SANGRO TEATINA DI ATESSA,02529020220,00086890696,"Via Brigata Alpina Julia, 6",Via Brigata Alpina Julia,6,Via Brigata Alpina Julia 6,66041,Atessa,CH,,,dimarcof@bccsangro.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
741,BANCA SAN FRANCESCO CREDITO COOPERATIVO - SOCIETA' COOPERATI,15240741007,00097080840,"Viale Regina Margherita, 63/65",Viale Regina Margherita,63/65,Viale Regina Margherita 63/65,92024,Canicatti',AG,,,contabilita@bancasanfrancesco.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
742,BANCA DI CREDITO COOPERATIVO SAN GIUSEPPE DI MUSSOMELI - SOC,15240741007,00056550858,"Piazzale Concordato, 7",Piazzale Concordato,7,Piazzale Concordato 7,93014,Mussomeli,CL,,,wnoto@mussomeli.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
743,BANCA DI CREDITO COOPERATIVO DELLE MADONIE - SOCIETA' COOP.,15240741007,00223510827,Corso P. Agliata 14,Corso P. Agliata,14,Corso P. Agliata 14,90027,Petralia Sottana,PA,,,farinellag@petralia.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
744,BANCA DI CREDITO COOPERATIVO SAN MICHELE DI CALTANISSETTA E,15240741007,00041190851,"Corso Umberto I, 113-119",Corso Umberto I,113-119,Corso Umberto I 113-119,93100,Caltanissetta,CL,,,michele.mastrosimone@caltanissetta.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
745,BANCA ADRIA COLLI EUGANEI - CREDITO COOPERATIVO SOCIETA' COO,02529020220,01369230295,"Corso Mazzini, 60",Corso Mazzini,60,Corso Mazzini 60,45011,Adria,RO,,,organizzazione@bancadriacollieuganei.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
746,"BANCA SICANA - CREDITO COOPERATIVO DI SOMMATINO, SERRADIFALC",02529020220,01438930859,"Via Francesco Crispi, 25",Via Francesco Crispi,25,Via Francesco Crispi 25,93100,Caltanissetta,CL,,,sa@bancasicana.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
747,ROVIGOBANCA CREDITO COOPERATIVO - SOC. COOP,02529020220,01088920291,"Via Casalini, 10",Via Casalini,10,Via Casalini 10,45100,Rovigo,RO,,,coge@rovigobanca.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
748,BANCA DI CREDITO COOPERATIVO TERRA DI LAVORO - S. VINCENZO D,15240741007,00094970613,"Via Madonna di Pompei, 4",Via Madonna di Pompei,4,Via Madonna di Pompei 4,81022,Casagiove,CE,,,organizzazione@bccterradilavoro.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
749,BANCA DI CREDITO COOPERATIVO DEGLI ULIVI - TERRA DI BARI - S,15240741007,00274050723,"Corso Garibaldi, 49/51",Corso Garibaldi,49/51,Corso Garibaldi 49/51,70027,Palo del Colle,BA,,,bccdegliulivi@degliulivi.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
750,RIVIERABANCA - CREDITO COOPERATIVO DI RIMINI E GRADARA - SOC,15240741007,04241950403,"Via Mancini, 21",Via Mancini,21,Via Mancini 21,61012,Rimini,RN,,,giacomo.pritelli@rivierabanca.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
751,BANCA DI CREDITO COOPERATIVO DI SAN MARCO DEI CAVOTI E DEL S,15240741007,00064400625,"Piazza Risorgimento, 16",Piazza Risorgimento,16,Piazza Risorgimento 16,82029,San Marco dei Cavoti,BN,,,patrizio.ricci@bccsanmarcocavoti.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
752,CASSA RAIFFEISEN DELLA VAL PASSIRIA SOCIETA' COOPERATIVA ( I,00202890216,00202890216,"Piazza Raiffeisen, 1",Piazza Raiffeisen,1,Piazza Raiffeisen 1,39015,San Leonardo in Passiria,BZ,,,passeier(at)raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
753,FACTORCOOP SPA,03339200374,03339200374,"Via Del Lavoro, 23",Via Del Lavoro,23,Via Del Lavoro 23,40033,Casalecchio di Reno,BO,,,serafini@factorcoop.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
754,American Express Payments Europe S.L.,14778691007,14778691007,"Viale Alexandre Gustave Eiffel, 15",Viale Alexandre Gustave Eiffel,15,Viale Alexandre Gustave Eiffel 15,00148,Roma,RM,,,Piotr.T.Pogorzelski@aexp.com,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
755,Mooney S.p.a.,12564030968,06529501006,Via Privata Nino Bonnet 6,Via Privata Nino Bonnet,6,Via Privata Nino Bonnet 6,20154,Milano,MI,,,paolo.bonelli@sisal.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
756,LIS ISTITUTO DI PAGAMENTO SPA,02611940038,03396740965,"Via Pordenone, 8",Via Pordenone,8,Via Pordenone 8,20132,Milano,MI,,,maridea.picciani@igt.com,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
757,NEXI PAYMENTS S.p.A.,10542790968,04107060966,"Corso Sempione, 55",Corso Sempione,55,Corso Sempione 55,20149,Milano,MI,,,enrico.albertelli@nexi.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
758,PAYTIPPER SPA,07338820967,07338820967,Viale Legioni Romane 43,Viale Legioni Romane,43,Viale Legioni Romane 43,20147,Milano,MI,,,alberto.miglioli@paytipper.com,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,414,,Si,Si,,,,,,,,Intracomunitario,
759,CABEL IP S.P.A.,06078740484,06078740484,"Via Cherubini, 99",Via Cherubini,99,Via Cherubini 99,50053,Empoli,FI,,,monica.lupi@cabelip.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
760,CITYPOSTE PAYMENT SPA,01806800676,01806800676,Via Pascoli - C.da Ripoli,Via Pascoli - C.da Ripoli,SNC,Via Pascoli - C.da Ripoli SNC,64023,Mosciano Sant'Angelo,TE,,,fmarsilii@cppspa.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
761,ICONTO S.R.L.,14847241008,14847241008,"Via Giovanni Battista Morgagni, 13",Via Giovanni Battista Morgagni,13,Via Giovanni Battista Morgagni 13,00161,Padova,PD,,,pietro.soleti@infocamere.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
762,SE.PA.FIN. SPA,07783020725,07783020725,"Via Nino Bixio, 46/A",Via Nino Bixio,46/A,Via Nino Bixio 46/A,70017,Putignano,BA,,,mina.mirinizzi@sepafin.com,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
763,A-TONO PAYMENT INSTITUTE SPA,09217250969,09217250969,"Corso Buenos Aires, 77",Corso Buenos Aires,77,Corso Buenos Aires 77,20124,Milano,MI,,,antonio.cristaldi@a-tono.com,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
764,ADMIRAL PAY  ISTITUTO DI PAGAMENTO - SOCIETA A RESPONSABILIT,15851041002,04335420404,"Via Benedetto Croce, 122/124",Via Benedetto Croce,122/124,Via Benedetto Croce 122/124,00142,Roma,RM,,,f.spano@admiralpay.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
765,POSTE ITALIANE SPA,01114601006,97103880585,"Viale Europa, 190",Viale Europa,190,Viale Europa 190,00144,Roma,RM,,,fabio.veglianti@posteitaliane.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
766,Satispay Europe SA,30726739,92298050284,53 Boulevard Royal,Boulevard Royal,53,Boulevard Royal 53,L-2449,Lussemburgo,EE,,,dario.brignone@satispay.com,,,,,,,,,,,,,,,,,,,,,,,,92,LUSSEMBURGO,,414,,Si,Si,,,,,,,,Intracomunitario,
1021,INTESA SANPAOLO PRIVATE BANKING SPA,11991500015,00460870348,"Via Montebello, 18",Via Montebello,18,Via Montebello 18,20121,Milano,MI,,,monica.diluccio@intesasanpaoloprivate.com,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
1022,CASSA RAIFFEISEN BASSA VALL'ISARCO SOCIETA' COOPERATIVA (IN,00181170219,00198330219,"Via Bastioni Maggiori, 12",Via Bastioni Maggiori,12,Via Bastioni Maggiori 12,39042,Bressanone-Brixen,BZ,,,rk.untereisacktal@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
1023,CASSA RAIFFEISEN CAMPO DI TRENS SOCIETA' COOPERATIVA (IN LIN,00143170215,00143170215,"Piazza Municipio, 3",Piazza Municipio,3,Piazza Municipio 3,39040,Campo di Trens-Freienfeld,BZ,,,rk.freienfeld@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
1024,CASSA RAIFFEISEN DI VILLABASSA SOCIETA' COOPERATIVA (IN LING,00138880216,00138880216,"Via Hans Wassermann, 4",Via Hans Wassermann,4,Via Hans Wassermann 4,39039,Villabassa-Niederdorf,BZ,,,rk.niederdorf@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
1025,CASSA RAIFFEISEN LACES SOCIETA' COOPERATIVA (IN LINGUA TEDES,00147150213,00147150213,"Via Centrale, 38",Via Centrale,38,Via Centrale 38,39021,Laces-Latsch,BZ,,,rk_latsch@raiffeisen.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
1026,CASSA RAIFFEISEN MERANO SOCIETA' COOPERATIVA (IN LINGUA TEDE,00179580212,00179580212,"Corso Libertà, 40",Corso Libertà,40,Corso Libertà 40,39012,Merano-Meran,BZ,,,norbert.amhof@meranbank.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
1027,PostePay S.p.A. - Patrimonio destinato IMEL,06874351007,06874351007,"Viale Europa, 190",Viale Europa,190,Viale Europa 190,00144,Roma,RM,,,,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
1028,BANCA FINNAT EURAMERICA S.P.A. (IN FORMA ABBREVIATA BANCA FI,00856091004,00168220069,"Piazza del Gesù, 49",Piazza del Gesù,49,Piazza del Gesù 49,00186,Roma,RM,,,g.chiauzzi@finnat.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
1029,AFONE PAIEMENT,09828070962,09828070962,"Via Meravigli, 16",Via Meravigli,16,Via Meravigli 16,20123,Milano,MI,,,RGALATI@AFONEPAIEMENT.IT,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
1030,BANCA DI CREDITO COOPERATIVO MUTUO SOCCORSO DI GANGI - SOCIE,15240741007,00101550820,"Corso Umberto I, 24",Corso Umberto I,24,Corso Umberto I 24,90124,Gangi,PA,,,amministrazione@gangi.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
1031,MONEYNET SPA,05221390825,05221390825,"Via Sacra Famiglia, 18",Via Sacra Famiglia,18,Via Sacra Famiglia 18,90146,Palermo,PA,,,mauro.ciraulo@moneynet.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
1032,BANCA DI CREDITO COOPERATIVO DI MONOPOLI - SOCIETA' COOPERAT,02529020220,04787450727,"Piazza D'Annunzio (Angolo Via Lepanto), 1/C",Piazza D'Annunzio (Angolo Via Lepanto),1/C,Piazza D'Annunzio (Angolo Via Lepanto) 1/C,70043,Monopoli,BA,,,agrattagliano@bccmonopoli.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
1033,BLU BANCA S.P.A.,02078470560,02078470560,"Piazzale Caduti della Montagnola, 46",Piazzale Caduti della Montagnola,46,Piazzale Caduti della Montagnola 46,00142,Roma,RM,,,carlo.mancini@bplazio.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
1034,BANCA DI CREDITO COOPERATIVO DELL'ADRIATICO TERAMANO - SOCIE,15240741007,01469670671,Via del Teatro Romano,Via del Teatro Romano,SNC,Via del Teatro Romano SNC,64032,Mosciano Sant'Angelo,TE,,,piccioni.angela@fedam.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
1035,BANCA UBAE S.P.A.,00925501009,00716130588,"Via Quintino Sella, 2",Via Quintino Sella,2,Via Quintino Sella 2,00187,Roma,RM,,,sviluppo.organizzativo@ubae.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
1036,BANCA POPOLARE DELLE PROVINCE MOLISANE - SOCIETA' COOPERATIV,01561760701,01561760701,"Via Insorti d'Ungheria, 30",Via Insorti d'Ungheria,30,Via Insorti d'Ungheria 30,86100,Campobasso,CB,,,margherita.calandrelli@bppm.eu,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
1037,BANCA DI CREDITO COOPERATIVO DI BASCIANO-SOCIETA COOPERATIVA,15240741007,00658270673,"Contrada Salara, 33",Contrada Salara,33,Contrada Salara 33,64030,Teramo,TE,,,bccbasciano@fedam.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
1038,BANCA DI CREDITO COOPERATIVO DON STELLA DI RESUTTANO -,15240741007,00073560856,"Via Roma, 5",Via Roma,5,Via Roma 5,93010,Resuttano,CL,,,direttore@resuttano.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
1039,LIS Pay S.p.A.,08658331007,08658331007,"Via Roberto Bracco, 6",Via Roberto Bracco,6,Via Roberto Bracco 6,20159,Milano,MI,,,luca.troiano@igt.com,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
1040,BANCA SELLA - S.P.A.,02675650028,02224410023,"Piazza Gaudenzio Sella, 1",Piazza Gaudenzio Sella,1,Piazza Gaudenzio Sella 1,13900,Biella,BI,,,cristina.colnaghi@sella.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
1041,BANCA DI CREDITO COOPERATIVO DI LOCOROTONDO CASSA RURALE E A,02529020220,00369440722,"Piazza Marconi, 28",Piazza Marconi,28,Piazza Marconi 28,70010,Locorotondo,BA,,,staff@bcclocorotondo.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
1042,EFG BANK (LUXEMBOURG) SA,08097770963,08097770963,Via Pietro Paleocapa 5,Via Pietro Paleocapa,5,Via Pietro Paleocapa 5,20121,Milano,MI,,,marco.rossetti@efgbank.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
1043,HYPO TIROL BANK AG,02794340212,94065180211,Piazza Walther 2,Piazza Walther,2,Piazza Walther 2,39100,Bolzano-Bozen,BZ,,,konto.services@hypotirol.com,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
1044,CBI S.C.P.A.,08992631005,97249640588,Via del Gesù 62,Via del Gesù,62,Via del Gesù 62,00186,Roma,RM,,,m.temofonte@cbi-org.eu,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
1045,AIGIS BANCA S.p.A.,06150120720,06150120720,Viale Monza 259,Viale Monza,259,Viale Monza 259,20126,Milano,MI,,,sistemidipagamento@aigisbanca.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,301,,Si,Si,,,,,,,,Intracomunitario,
1046,BANCA DI CREDITO COOPERATIVO DELLA VALLE DEL FITALIA-SOC.COO,15240741007,00427910831,Via F. Cottone 16,Via F. Cottone,16,Via F. Cottone 16,98070,Longi,ME,,,,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
